"","Municipios","Tipo comercializador","Especie","Transformación del producto"
"3098","Santa Marta","Mayorista","Pangasianodon hypophthalmus","Posteado"
"3099","Santa Marta","Mayorista","Penaeus monodon","Colas"
"3100","Santa Marta","Mayorista","Penaeus notialis","Colas"
"3101","Santa Marta","Mayorista","Penaeus schmitti","Colas"
"3102","Santa Marta","Mayorista","Penaeus schmitti","Sin Transformación"
"3103","Santa Marta","Mayorista","Piaractus brachypomus","Eviscerado"
"3104","Santa Marta","Mayorista","Polymesoda  arctata","Sin Transformación"
"3105","Santa Marta","Mayorista","Priacanthus arenatus","Eviscerado"
"3106","Santa Marta","Mayorista","Prochilodus lineatus","Eviscerado"
"3107","Santa Marta","Mayorista","Prochilodus magdalenae","Eviscerado"
"3108","Santa Marta","Mayorista","Prochilodus mariae","Eviscerado"
"3109","Santa Marta","Mayorista","Prochilodus nigricans","Eviscerado"
"3110","Santa Marta","Mayorista","Pseudoplatystoma magdaleniatum","Eviscerado"
"3111","Santa Marta","Mayorista","Pseudoplatystoma magdaleniatum","Posteado"
"3112","Santa Marta","Mayorista","Pseudoplatystoma orinocoense","Eviscerado"
"3113","Santa Marta","Mayorista","Pseudoplatystoma orinocoense","Posteado"
"3114","Santa Marta","Mayorista","Rachycentron canadum","Eviscerado"
"3115","Santa Marta","Mayorista","Salmo salar","Fileteado"
"3116","Santa Marta","Mayorista","Sciades proops","Eviscerado"
"3117","Santa Marta","Mayorista","Scomberomorus brasiliensis","Eviscerado"
"3118","Santa Marta","Mayorista","Scomberomorus brasiliensis","Posteado"
"3119","Santa Marta","Mayorista","Scomberomorus cavalla","Eviscerado"
"3120","Santa Marta","Mayorista","Selar crumenophthalmus","Eviscerado"
"3121","Santa Marta","Mayorista","Sepioteuthis sepioidea","Anillos"
"3122","Santa Marta","Mayorista","Sepioteuthis sepioidea","Sin Transformación"
"3123","Santa Marta","Mayorista","Seriola spp.","Eviscerado"
"3124","Santa Marta","Mayorista","Seriola spp.","Posteado"
"3125","Santa Marta","Mayorista","Sphyraena barracuda","Eviscerado"
"3126","Santa Marta","Mayorista","Sphyraena barracuda","Posteado"
"3127","Santa Marta","Mayorista","Sphyraena guachancho","Eviscerado"
"3128","Santa Marta","Mayorista","Sphyraena guachancho","Posteado"
"3129","Santa Marta","Mayorista","Thunnus alalunga","Eviscerado"
"3130","Santa Marta","Mayorista","Thunnus albacares","Eviscerado"
"3131","Santa Marta","Mayorista","Trachurus murphyi","Descabezado"
"3132","Santa Marta","Mayorista","Trachurus murphyi","Eviscerado"
"3133","Santa Marta","Minorista","Anomalocardia brasiliana, Donax spp.","Desconchado"
"3134","Santa Marta","Minorista","Archosargus rhomboidalis","Eviscerado"
"3135","Santa Marta","Minorista","Ariopsis canteri","Eviscerado"
"3136","Santa Marta","Minorista","Auxis rochei","Eviscerado"
"3137","Santa Marta","Minorista","Auxis thazard","Eviscerado"
"3138","Santa Marta","Minorista","Auxis thazard","Sin Transformación"
"3139","Santa Marta","Minorista","Brycon moorei","Eviscerado"
"3140","Santa Marta","Minorista","Brycon sp.","Eviscerado"
"3141","Santa Marta","Minorista","Callinectes spp.","Despulpado"
"3142","Santa Marta","Minorista","Callinectes spp.","Sin Transformación"
"3143","Santa Marta","Minorista","Caranx bartholomaei","Eviscerado"
"3144","Santa Marta","Minorista","Caranx crysos","Eviscerado"
"3145","Santa Marta","Minorista","Caranx crysos","Mariposa"
"3146","Santa Marta","Minorista","Caranx crysos","Sin Transformación"
"3147","Santa Marta","Minorista","Caranx hippos","Eviscerado"
"3148","Santa Marta","Minorista","Caranx hippos","Mariposa"
"3149","Santa Marta","Minorista","Caranx hippos","Posteado"
"3150","Santa Marta","Minorista","Caranx hippos","Sin Transformación"
"3151","Santa Marta","Minorista","Caranx latus","Eviscerado"
"3152","Santa Marta","Minorista","Cathorops mapale","Eviscerado"
"3153","Santa Marta","Minorista","Centropomus ensiferus","Eviscerado"
"3154","Santa Marta","Minorista","Centropomus ensiferus","Fileteado"
"3155","Santa Marta","Minorista","Centropomus undecimalis","Eviscerado"
"3156","Santa Marta","Minorista","Centropomus undecimalis","Fileteado"
"3157","Santa Marta","Minorista","Centropomus undecimalis","Mariposa"
"3158","Santa Marta","Minorista","Chloroscombrus chrysurus","Eviscerado"
"3159","Santa Marta","Minorista","Chloroscombrus chrysurus","Sin Transformación"
"3160","Santa Marta","Minorista","Conodon nobilis","Eviscerado"
"3161","Santa Marta","Minorista","Coryphaena hippurus","Eviscerado"
"3162","Santa Marta","Minorista","Cynoscion spp.","Eviscerado"
"3163","Santa Marta","Minorista","Cynoscion spp.","Fileteado"
"3164","Santa Marta","Minorista","Cynoscion spp.","Mariposa"
"3165","Santa Marta","Minorista","Elagatis bipinnulata","Eviscerado"
"3166","Santa Marta","Minorista","Elagatis bipinnulata","Sin Transformación"
"3167","Santa Marta","Minorista","Elops smithi","Despulpado"
"3168","Santa Marta","Minorista","Elops smithi","Eviscerado"
"3169","Santa Marta","Minorista","Elops smithi","Sin Transformación"
"3170","Santa Marta","Minorista","Epinephelus itajara","Eviscerado"
"3171","Santa Marta","Minorista","Epinephelus itajara","Fileteado"
"3172","Santa Marta","Minorista","Eugerres plumieri","Eviscerado"
"3173","Santa Marta","Minorista","Eugerres plumieri","Mariposa"
"3174","Santa Marta","Minorista","Eugerres plumieri","Sin Transformación"
"3175","Santa Marta","Minorista","Euthynnus alletteratus","Eviscerado"
"3176","Santa Marta","Minorista","Euthynnus alletteratus","Sin Transformación"
"3177","Santa Marta","Minorista","Euthynnus lineatus","Eviscerado"
"3178","Santa Marta","Minorista","Euthynnus lineatus","Sin Transformación"
"3179","Santa Marta","Minorista","Gerres cinereus","Eviscerado"
"3180","Santa Marta","Minorista","Haemulon plumieri","Eviscerado"
"3181","Santa Marta","Minorista","Holocentrus adscensionis","Eviscerado"
"3182","Santa Marta","Minorista","Hoplias malabaricus","Eviscerado"
"3183","Santa Marta","Minorista","Hypanus guttatus","Sin Transformación"
"3184","Santa Marta","Minorista","Hypostomus hondae","Mariposa"
"3185","Santa Marta","Minorista","Hypostomus spp.","Eviscerado"
"3186","Santa Marta","Minorista","Katsuwonus pelamis","Eviscerado"
"3187","Santa Marta","Minorista","Katsuwonus pelamis","Sin Transformación"
"3188","Santa Marta","Minorista","Lachnolaimus maximus","Eviscerado"
"3189","Santa Marta","Minorista","Larimus breviceps","Eviscerado"
"3190","Santa Marta","Minorista","Lutjanus analis","Eviscerado"
"3191","Santa Marta","Minorista","Lutjanus analis","Mariposa"
"3192","Santa Marta","Minorista","Lutjanus griseus","Eviscerado"
"3193","Santa Marta","Minorista","Lutjanus spp.","Eviscerado"
"3194","Santa Marta","Minorista","Lutjanus synagris","Eviscerado"
"3195","Santa Marta","Minorista","Lutjanus synagris","Mariposa"
"3196","Santa Marta","Minorista","Megaleporinus muyscorum","Eviscerado"
"3197","Santa Marta","Minorista","Megaleporinus muyscorum","Mariposa"
"3198","Santa Marta","Minorista","Megalops atlanticus","Eviscerado"
"3199","Santa Marta","Minorista","Melongena melongena","Desconchado"
"3200","Santa Marta","Minorista","Micropogonias furnieri","Eviscerado"
"3201","Santa Marta","Minorista","Mugil curema","Eviscerado"
"3202","Santa Marta","Minorista","Mugil curema","Mariposa"
"3203","Santa Marta","Minorista","Mugil curema","Sin Transformación"
"3204","Santa Marta","Minorista","Mugil incilis","Despulpado"
"3205","Santa Marta","Minorista","Mugil incilis","Eviscerado"
"3206","Santa Marta","Minorista","Mugil incilis","Mariposa"
"3207","Santa Marta","Minorista","Mugil liza","Eviscerado"
"3208","Santa Marta","Minorista","Mugil liza","Mariposa"
"3209","Santa Marta","Minorista","Mugil liza","Sin Transformación"
"3210","Santa Marta","Minorista","Mulloidichthys martinicus","Eviscerado"
"3211","Santa Marta","Minorista","Mycteroperca bonaci","Fileteado"
"3212","Santa Marta","Minorista","Mycteroperca interstitialis","Eviscerado"
"3213","Santa Marta","Minorista","Octopus vulgaris","Anillos"
"3214","Santa Marta","Minorista","Octopus vulgaris","Sin Transformación"
"3215","Santa Marta","Minorista","Ocyurus chrysurus","Eviscerado"
"3216","Santa Marta","Minorista","Ocyurus chrysurus","Mariposa"
"3217","Santa Marta","Minorista","Oligoplites palometa","Eviscerado"
"3218","Santa Marta","Minorista","Oreochromis niloticus","Eviscerado"
"3219","Santa Marta","Minorista","Oreochromis niloticus","Fileteado"
"3220","Santa Marta","Minorista","Oreochromis niloticus","Mariposa"
"3221","Santa Marta","Minorista","Oreochromis spp.","Eviscerado"
"3222","Santa Marta","Minorista","Oreochromis spp.","Mariposa"
"3223","Santa Marta","Minorista","Pangasianodon hypophthalmus","Eviscerado"
"3224","Santa Marta","Minorista","Pangasianodon hypophthalmus","Fileteado"
"3225","Santa Marta","Minorista","Pangasianodon hypophthalmus","Mariposa"
"3226","Santa Marta","Minorista","Penaeus monodon","Colas"
"3227","Santa Marta","Minorista","Penaeus notialis","Colas"
"3228","Santa Marta","Minorista","Penaeus notialis","Sin Transformación"
"3229","Santa Marta","Minorista","Penaeus schmitti","Colas"
"3230","Santa Marta","Minorista","Penaeus schmitti","Desconchado"
"3231","Santa Marta","Minorista","Penaeus schmitti","Sin Transformación"
"3232","Santa Marta","Minorista","Piaractus brachypomus","Eviscerado"
"3233","Santa Marta","Minorista","Pimelodus blochii","Eviscerado"
"3234","Santa Marta","Minorista","Pimelodus blochii","Mariposa"
"3235","Santa Marta","Minorista","Plagioscion magdalenae","Eviscerado"
"3236","Santa Marta","Minorista","Polymesoda  arctata","Desconchado"
"3237","Santa Marta","Minorista","Polymesoda  arctata","Sin Transformación"
"3238","Santa Marta","Minorista","Prochilodus lineatus","Eviscerado"
"3239","Santa Marta","Minorista","Prochilodus lineatus","Mariposa"
"3240","Santa Marta","Minorista","Prochilodus magdalenae","Eviscerado"
"3241","Santa Marta","Minorista","Prochilodus magdalenae","Mariposa"
"3242","Santa Marta","Minorista","Prochilodus nigricans","Eviscerado"
"3243","Santa Marta","Minorista","Prochilodus nigricans","Mariposa"
"3244","Santa Marta","Minorista","Pseudoplatystoma magdaleniatum","Eviscerado"
"3245","Santa Marta","Minorista","Pseudoplatystoma magdaleniatum","Mariposa"
"3246","Santa Marta","Minorista","Pseudoplatystoma magdaleniatum","Posteado"
"3247","Santa Marta","Minorista","Pseudoplatystoma orinocoense","Eviscerado"
"3248","Santa Marta","Minorista","Pseudoplatystoma orinocoense","Mariposa"
"3249","Santa Marta","Minorista","Pseudoplatystoma orinocoense","Posteado"
"3250","Santa Marta","Minorista","Rhomboplites aurorubens","Eviscerado"
"3251","Santa Marta","Minorista","Salmo salar","Fileteado"
"3252","Santa Marta","Minorista","Scomberomorus brasiliensis","Eviscerado"
"3253","Santa Marta","Minorista","Scomberomorus brasiliensis","Mariposa"
"3254","Santa Marta","Minorista","Scomberomorus brasiliensis","Posteado"
"3255","Santa Marta","Minorista","Scomberomorus cavalla","Eviscerado"
"3256","Santa Marta","Minorista","Scomberomorus cavalla","Posteado"
"3257","Santa Marta","Minorista","Selar crumenophthalmus","Eviscerado"
"3258","Santa Marta","Minorista","Selar crumenophthalmus","Sin Transformación"
"3259","Santa Marta","Minorista","Selene brownii","Eviscerado"
"3260","Santa Marta","Minorista","Sepioteuthis sepioidea","Anillos"
"3261","Santa Marta","Minorista","Sepioteuthis sepioidea","Sin Transformación"
"3262","Santa Marta","Minorista","Seriola spp.","Eviscerado"
"3263","Santa Marta","Minorista","Seriola spp.","Fileteado"
"3264","Santa Marta","Minorista","Sorubim cuspicaudus","Eviscerado"
"3265","Santa Marta","Minorista","Sphyraena barracuda","Eviscerado"
"3266","Santa Marta","Minorista","Sphyraena barracuda","Mariposa"
"3267","Santa Marta","Minorista","Sphyraena barracuda","Posteado"
"3268","Santa Marta","Minorista","Sphyraena guachancho","Eviscerado"
"3269","Santa Marta","Minorista","Sphyraena guachancho","Mariposa"
"3270","Santa Marta","Minorista","Sphyraena guachancho","Posteado"
"3271","Santa Marta","Minorista","Thunnus alalunga","Eviscerado"
"3272","Santa Marta","Minorista","Thunnus alalunga","Posteado"
"3273","Santa Marta","Minorista","Thunnus alalunga","Sin Transformación"
"3274","Santa Marta","Minorista","Thunnus albacares","Eviscerado"
"3275","Santa Marta","Minorista","Thunnus albacares","Posteado"
"3276","Santa Marta","Minorista","Thunnus spp.","Eviscerado"
"3277","Santa Marta","Minorista","Trachinotus falcatus","Eviscerado"
"3278","Santa Marta","Minorista","Trachinotus falcatus","Sin Transformación"
"3279","Santa Marta","Minorista","Trichiurus lepturus","Eviscerado"
"3280","Santa Marta","Minorista","Triportheus magdalenae","Eviscerado"
"3281","Santa Marta","Minorista","Triportheus magdalenae","Mariposa"
"3282","Santa Marta","Minorista","Tylosurus crocodilus","Eviscerado"
"3283","Santa Marta","Minorista","Tylosurus crocodilus","Mariposa"
"3284","Santa Marta","Minorista","Xiphias gladius","Fileteado"
"3285","Santa Marta","Supermercado","Ariopsis canteri","Eviscerado"
"3286","Santa Marta","Supermercado","Brotula clarkae","Eviscerado"
"3287","Santa Marta","Supermercado","Brotula clarkae","Fileteado"
"3288","Santa Marta","Supermercado","Caranx crysos","Eviscerado"
"3289","Santa Marta","Supermercado","Caranx hippos","Eviscerado"
"3290","Santa Marta","Supermercado","Centropomus undecimalis","Eviscerado"
"3291","Santa Marta","Supermercado","Centropomus undecimalis","Fileteado"
"3292","Santa Marta","Supermercado","Coryphaena hippurus","Eviscerado"
"3293","Santa Marta","Supermercado","Coryphaena hippurus","Posteado"
"3294","Santa Marta","Supermercado","Cynoscion spp.","Eviscerado"
"3295","Santa Marta","Supermercado","Cynoscion spp.","Fileteado"
"3296","Santa Marta","Supermercado","Cynoscion virescens","Fileteado"
"3297","Santa Marta","Supermercado","Dosidicus gigas","Anillos"
"3298","Santa Marta","Supermercado","Epinephelus itajara","Eviscerado"
"3299","Santa Marta","Supermercado","Eugerres plumieri","Eviscerado"
"3300","Santa Marta","Supermercado","Euthynnus alletteratus","Eviscerado"
"3301","Santa Marta","Supermercado","Larkinia grandis","Eviscerado"
"3302","Santa Marta","Supermercado","Litopenaeus vannamei","Colas"
"3303","Santa Marta","Supermercado","Lutjanus synagris","Eviscerado"
"3304","Santa Marta","Supermercado","Merluccius spp.","Fileteado"
"3305","Santa Marta","Supermercado","Mugil liza","Eviscerado"
"3306","Santa Marta","Supermercado","Oncorhynchus mykiss","Eviscerado"
"3307","Santa Marta","Supermercado","Oncorhynchus mykiss","Fileteado"
"3308","Santa Marta","Supermercado","Oncorhynchus mykiss","Mariposa"
"3309","Santa Marta","Supermercado","Oncorhynchus mykiss","Sin Transformación"
"3310","Santa Marta","Supermercado","Oreochromis niloticus","Eviscerado"
"3311","Santa Marta","Supermercado","Oreochromis niloticus","Fileteado"
"3312","Santa Marta","Supermercado","Oreochromis niloticus","Sin Transformación"
"3313","Santa Marta","Supermercado","Oreochromis spp.","Eviscerado"
"3314","Santa Marta","Supermercado","Pangasianodon hypophthalmus","Descabezado"
"3315","Santa Marta","Supermercado","Pangasianodon hypophthalmus","Eviscerado"
"3316","Santa Marta","Supermercado","Pangasianodon hypophthalmus","Fileteado"
"3317","Santa Marta","Supermercado","Pangasianodon hypophthalmus","Mariposa"
"3318","Santa Marta","Supermercado","Pangasianodon hypophthalmus","Posteado"
"3319","Santa Marta","Supermercado","Pangasianodon hypophthalmus","Sin Transformación"
"3320","Santa Marta","Supermercado","Penaeus monodon","Colas"
"3321","Santa Marta","Supermercado","Penaeus notialis","Colas"
"3322","Santa Marta","Supermercado","Penaeus occidentalis","Colas"
"3323","Santa Marta","Supermercado","Penaeus occidentalis","Descabezado"
"3324","Santa Marta","Supermercado","Penaeus schmitti","Colas"
"3325","Santa Marta","Supermercado","Piaractus brachypomus","Eviscerado"
"3326","Santa Marta","Supermercado","Prochilodus lineatus","Eviscerado"
"3327","Santa Marta","Supermercado","Prochilodus magdalenae","Eviscerado"
"3328","Santa Marta","Supermercado","Prochilodus nigricans","Eviscerado"
"3329","Santa Marta","Supermercado","Pseudoplatystoma magdaleniatum","Posteado"
"3330","Santa Marta","Supermercado","Salmo salar","Fileteado"
"3331","Santa Marta","Supermercado","Scomberomorus brasiliensis","Eviscerado"
"3332","Santa Marta","Supermercado","Thunnus albacares","Fileteado"
"3333","Santa Marta","Supermercado","Xiphopenaeus kroyeri","Colas"
"3334","Santa Marta","Supermercado","Zungaro zungaro","Posteado"
"3335","Villavicencio","Mayorista","Brachyplatystoma filamentosum","Despulpado"
"3336","Villavicencio","Mayorista","Brachyplatystoma filamentosum","Posteado"
"3337","Villavicencio","Mayorista","Brachyplatystoma juruense","Descamado"
"3338","Villavicencio","Mayorista","Brachyplatystoma juruense","Posteado"
"3339","Villavicencio","Mayorista","Brachyplatystoma juruense","Sin Transformación"
"3340","Villavicencio","Mayorista","Brachyplatystoma platynemum","Despulpado"
"3341","Villavicencio","Mayorista","Brachyplatystoma platynemum","Posteado"
"3342","Villavicencio","Mayorista","Brachyplatystoma platynemum","Sin Transformación"
"3343","Villavicencio","Mayorista","Brachyplatystoma rousseauxii","Despulpado"
