"","Municipios","Tipo comercializador","Especie","Transformación del producto"
"747","Bogotá, D.C.","Minorista-Al detalle local","Salmo salar","Fileteado"
"748","Bogotá, D.C.","Minorista-Al detalle local","Sphoeroides spp.","Eviscerado"
"749","Bogotá, D.C.","Minorista-Al detalle local","Xiphopenaeus riveti","Descabezado"
"750","Bogotá, D.C.","Supermercado","Anodontites sp.","Precocido"
"751","Bogotá, D.C.","Supermercado","Arapaima gigas","Fileteado"
"752","Bogotá, D.C.","Supermercado","Arapaima gigas","Posteado"
"753","Bogotá, D.C.","Supermercado","Brachyplatystoma rousseauxii","Posteado"
"754","Bogotá, D.C.","Supermercado","Brachyplatystoma rousseauxii","Precocido"
"755","Bogotá, D.C.","Supermercado","Brachyplatystoma vaillantii","Posteado"
"756","Bogotá, D.C.","Supermercado","Brotula clarkae","Eviscerado"
"757","Bogotá, D.C.","Supermercado","Brotula clarkae","Fileteado"
"758","Bogotá, D.C.","Supermercado","Brycon sp.","Eviscerado"
"759","Bogotá, D.C.","Supermercado","Brycon sp.","Posteado"
"760","Bogotá, D.C.","Supermercado","Brycon whitei","Eviscerado"
"761","Bogotá, D.C.","Supermercado","Caranx spp.","Eviscerado"
"762","Bogotá, D.C.","Supermercado","Caranx spp.","Fileteado"
"763","Bogotá, D.C.","Supermercado","Centropomus nigrescens","Eviscerado"
"764","Bogotá, D.C.","Supermercado","Centropomus nigrescens","Fileteado"
"765","Bogotá, D.C.","Supermercado","Centropomus spp.","Fileteado"
"766","Bogotá, D.C.","Supermercado","Corbicula fluminea","Desconchado"
"767","Bogotá, D.C.","Supermercado","Corbicula fluminea","Precocido"
"768","Bogotá, D.C.","Supermercado","Coryphaena hippurus","Fileteado"
"769","Bogotá, D.C.","Supermercado","Coryphaena hippurus","Posteado"
"770","Bogotá, D.C.","Supermercado","Coryphaena hippurus","Precocido"
"771","Bogotá, D.C.","Supermercado","Cyclopsetta querna","Descabezado"
"772","Bogotá, D.C.","Supermercado","Cyclopsetta querna","Descamado"
"773","Bogotá, D.C.","Supermercado","Cyclopsetta querna","Eviscerado"
"774","Bogotá, D.C.","Supermercado","Cyclopsetta querna","Fileteado"
"775","Bogotá, D.C.","Supermercado","Cynoponticus coniceps","Fileteado"
"776","Bogotá, D.C.","Supermercado","Cynoscion albus","Descamado"
"777","Bogotá, D.C.","Supermercado","Cynoscion albus","Eviscerado"
"778","Bogotá, D.C.","Supermercado","Cynoscion albus","Fileteado"
"779","Bogotá, D.C.","Supermercado","Diapterus brevirostris","Descamado"
"780","Bogotá, D.C.","Supermercado","Diapterus brevirostris","Eviscerado"
"781","Bogotá, D.C.","Supermercado","Diapterus rhombeus","Descamado"
"782","Bogotá, D.C.","Supermercado","Dosidicus gigas","Anillos"
"783","Bogotá, D.C.","Supermercado","Dosidicus gigas","Despulpado"
"784","Bogotá, D.C.","Supermercado","Epinephelus quinquefasciatus","Eviscerado"
"785","Bogotá, D.C.","Supermercado","Epinephelus quinquefasciatus","Fileteado"
"786","Bogotá, D.C.","Supermercado","Eucinostomus spp.","Eviscerado"
"787","Bogotá, D.C.","Supermercado","Hyporthodus acanthistius","Fileteado"
"788","Bogotá, D.C.","Supermercado","Litopenaeus vannamei","Colas"
"789","Bogotá, D.C.","Supermercado","Litopenaeus vannamei","Precocido"
"790","Bogotá, D.C.","Supermercado","Loligo sp.","Anillos"
"791","Bogotá, D.C.","Supermercado","Loligo sp.","Despulpado"
"792","Bogotá, D.C.","Supermercado","Loligo sp.","Recortes"
"793","Bogotá, D.C.","Supermercado","Lutjanidae","Descamado"
"794","Bogotá, D.C.","Supermercado","Lutjanus guttatus","Eviscerado"
"795","Bogotá, D.C.","Supermercado","Lutjanus peru","Eviscerado"
"796","Bogotá, D.C.","Supermercado","Lutjanus peru","Fileteado"
"797","Bogotá, D.C.","Supermercado","Merluccius sp.","Fileteado"
"798","Bogotá, D.C.","Supermercado","Merluccius spp.","Fileteado"
"799","Bogotá, D.C.","Supermercado","Mugil cephalus","Descamado"
"800","Bogotá, D.C.","Supermercado","Mugil cephalus","Eviscerado"
"801","Bogotá, D.C.","Supermercado","Mugil liza","Descamado"
"802","Bogotá, D.C.","Supermercado","Mycteroperca bonaci","Fileteado"
"803","Bogotá, D.C.","Supermercado","Mytilus chilensis","Desconchado"
"804","Bogotá, D.C.","Supermercado","Mytilus chilensis","Precocido"
"805","Bogotá, D.C.","Supermercado","Mytilus spp.","Desconchado"
"806","Bogotá, D.C.","Supermercado","Mytilus spp.","Precocido"
"807","Bogotá, D.C.","Supermercado","Octopus spp.","Despulpado"
"808","Bogotá, D.C.","Supermercado","Octopus spp.","Eviscerado"
"809","Bogotá, D.C.","Supermercado","Oncorhynchus mykiss","Descamado"
"810","Bogotá, D.C.","Supermercado","Oncorhynchus mykiss","Eviscerado"
"811","Bogotá, D.C.","Supermercado","Oncorhynchus mykiss","Fileteado"
"812","Bogotá, D.C.","Supermercado","Oncorhynchus mykiss","Mariposa"
"813","Bogotá, D.C.","Supermercado","Oreochromis mossambicus","Descamado"
"814","Bogotá, D.C.","Supermercado","Oreochromis mossambicus","Fileteado"
"815","Bogotá, D.C.","Supermercado","Oreochromis niloticus","Cabeza"
"816","Bogotá, D.C.","Supermercado","Oreochromis niloticus","Descamado"
"817","Bogotá, D.C.","Supermercado","Oreochromis niloticus","Fileteado"
"818","Bogotá, D.C.","Supermercado","Oreochromis spp.","Cabeza"
"819","Bogotá, D.C.","Supermercado","Oreochromis spp.","Descamado"
"820","Bogotá, D.C.","Supermercado","Oreochromis spp.","Fileteado"
"821","Bogotá, D.C.","Supermercado","Pangasianodon hypophthalmus","Descabezado"
"822","Bogotá, D.C.","Supermercado","Pangasianodon hypophthalmus","Descamado"
"823","Bogotá, D.C.","Supermercado","Pangasianodon hypophthalmus","Fileteado"
"824","Bogotá, D.C.","Supermercado","Pangasianodon hypophthalmus","Posteado"
"825","Bogotá, D.C.","Supermercado","Penaeus monodon","Precocido"
"826","Bogotá, D.C.","Supermercado","Penaeus schmitti","Fileteado"
"827","Bogotá, D.C.","Supermercado","Penaeus schmitti","Precocido"
"828","Bogotá, D.C.","Supermercado","Piaractus brachypomus","Descamado"
"829","Bogotá, D.C.","Supermercado","Piaractus brachypomus X Colossoma macropomum","Descamado"
"830","Bogotá, D.C.","Supermercado","Piaractus orinoquensis","Descamado"
"831","Bogotá, D.C.","Supermercado","Pimelodus blochii","Eviscerado"
"832","Bogotá, D.C.","Supermercado","Polymesoda  arctata","Desconchado"
"833","Bogotá, D.C.","Supermercado","Polymesoda  arctata","Precocido"
"834","Bogotá, D.C.","Supermercado","Prochilodus lineatus","Descamado"
"835","Bogotá, D.C.","Supermercado","Prochilodus lineatus","Eviscerado"
"836","Bogotá, D.C.","Supermercado","Prochilodus magdalenae","Descamado"
"837","Bogotá, D.C.","Supermercado","Prochilodus magdalenae","Eviscerado"
"838","Bogotá, D.C.","Supermercado","Prochilodus mariae","Descamado"
"839","Bogotá, D.C.","Supermercado","Prochilodus mariae","Eviscerado"
"840","Bogotá, D.C.","Supermercado","Pseudoplatystoma magdaleniatum","Posteado"
"841","Bogotá, D.C.","Supermercado","Pseudoplatystoma orinocoense","Fileteado"
"842","Bogotá, D.C.","Supermercado","Pseudoplatystoma orinocoense","Posteado"
"843","Bogotá, D.C.","Supermercado","Salmo salar","Cabeza"
"844","Bogotá, D.C.","Supermercado","Salmo salar","Descabezado"
"845","Bogotá, D.C.","Supermercado","Salmo salar","Fileteado"
"846","Bogotá, D.C.","Supermercado","Salmo salar","Posteado"
"847","Bogotá, D.C.","Supermercado","Sciaenidae sp.","Eviscerado"
"848","Bogotá, D.C.","Supermercado","Sciaenidae sp.","Fileteado"
"849","Bogotá, D.C.","Supermercado","Scomber japonicus","Eviscerado"
"850","Bogotá, D.C.","Supermercado","Scomberomorus cavalla","Eviscerado"
"851","Bogotá, D.C.","Supermercado","Scomberomorus maculatus","Eviscerado"
"852","Bogotá, D.C.","Supermercado","Scomberomorus sierra","Eviscerado"
"853","Bogotá, D.C.","Supermercado","Solea solea","Fileteado"
"854","Bogotá, D.C.","Supermercado","Sorubim cuspicaudus","Eviscerado"
"855","Bogotá, D.C.","Supermercado","Sphoeroides spp.","Eviscerado"
"856","Bogotá, D.C.","Supermercado","Thunnus spp.","Eviscerado"
"857","Bogotá, D.C.","Supermercado","Thunnus spp.","Fileteado"
"858","Bogotá, D.C.","Supermercado","Trachypenaeus byrdi","Precocido"
"859","Bogotá, D.C.","Supermercado","Trachypenaeus spp.","Precocido"
"860","Bogotá, D.C.","Supermercado","Xiphopenaeus riveti","Precocido"
"861","Bucaramanga","Mayorista","Ageneiosus pardalis","Eviscerado"
"862","Bucaramanga","Mayorista","Anadara tuberculosa","Desconchado"
"863","Bucaramanga","Mayorista","Anadara tuberculosa","Precocido"
"864","Bucaramanga","Mayorista","Anadara tuberculosa","Sin Transformación"
"865","Bucaramanga","Mayorista","Brycon moorei","Eviscerado"
"866","Bucaramanga","Mayorista","Brycon sp.","Eviscerado"
"867","Bucaramanga","Mayorista","Centropomus nigrescens","Fileteado"
"868","Bucaramanga","Mayorista","Centropomus spp.","Fileteado"
"869","Bucaramanga","Mayorista","Colossoma macropomum","Eviscerado"
"870","Bucaramanga","Mayorista","Cynoscion albus","Eviscerado"
"871","Bucaramanga","Mayorista","Dosidicus gigas","Anillos"
"872","Bucaramanga","Mayorista","Dosidicus gigas","Cabeza"
"873","Bucaramanga","Mayorista","Dosidicus gigas","Precocido"
"874","Bucaramanga","Mayorista","Dosidicus gigas","Sin Transformación"
"875","Bucaramanga","Mayorista","Hoplias malabaricus","Eviscerado"
"876","Bucaramanga","Mayorista","Imparfinis usmai","Eviscerado"
"877","Bucaramanga","Mayorista","Litopenaeus vannamei","Precocido"
"878","Bucaramanga","Mayorista","Litopenaeus vannamei","Sin Transformación"
"879","Bucaramanga","Mayorista","Lutjanus peru","Eviscerado"
"880","Bucaramanga","Mayorista","Lutjanus spp.","Eviscerado"
"881","Bucaramanga","Mayorista","Megaleporinus muyscorum","Eviscerado"
"882","Bucaramanga","Mayorista","Merluccius spp.","Fileteado"
"883","Bucaramanga","Mayorista","Mugil cephalus","Eviscerado"
"884","Bucaramanga","Mayorista","Mylossoma albiscopum","Eviscerado"
"885","Bucaramanga","Mayorista","Oncorhynchus mykiss","Eviscerado"
"886","Bucaramanga","Mayorista","Oncorhynchus mykiss","Mariposa"
"887","Bucaramanga","Mayorista","Oreochromis mossambicus","Eviscerado"
"888","Bucaramanga","Mayorista","Oreochromis mossambicus","Fileteado"
"889","Bucaramanga","Mayorista","Oreochromis mossambicus","Recortes"
"890","Bucaramanga","Mayorista","Oreochromis niloticus","Eviscerado"
"891","Bucaramanga","Mayorista","Oreochromis niloticus","Fileteado"
"892","Bucaramanga","Mayorista","Oreochromis spp.","Descamado"
"893","Bucaramanga","Mayorista","Oreochromis spp.","Eviscerado"
"894","Bucaramanga","Mayorista","Oreochromis spp.","Recortes"
"895","Bucaramanga","Mayorista","Pangasianodon hypophthalmus","Eviscerado"
"896","Bucaramanga","Mayorista","Pangasianodon hypophthalmus","Fileteado"
"897","Bucaramanga","Mayorista","Pangasius spp.","Eviscerado"
"898","Bucaramanga","Mayorista","Pangasius spp.","Fileteado"
"899","Bucaramanga","Mayorista","Penaeus occidentalis","Precocido"
"900","Bucaramanga","Mayorista","Phractocephalus hemioliopterus","Eviscerado"
"901","Bucaramanga","Mayorista","Phractocephalus hemioliopterus","Posteado"
"902","Bucaramanga","Mayorista","Pimelodus albicans","Eviscerado"
"903","Bucaramanga","Mayorista","Pimelodus blochii","Eviscerado"
"904","Bucaramanga","Mayorista","Plagioscion magdalenae","Eviscerado"
"905","Bucaramanga","Mayorista","Prochilodus lineatus","Eviscerado"
"906","Bucaramanga","Mayorista","Prochilodus magdalenae","Eviscerado"
"907","Bucaramanga","Mayorista","Prochilodus mariae","Eviscerado"
"908","Bucaramanga","Mayorista","Prochilodus nigricans","Eviscerado"
"909","Bucaramanga","Mayorista","Pseudoplatystoma magdaleniatum","Eviscerado"
"910","Bucaramanga","Mayorista","Pseudoplatystoma magdaleniatum","Mariposa"
"911","Bucaramanga","Mayorista","Pseudoplatystoma orinocoense","Eviscerado"
"912","Bucaramanga","Mayorista","Pseudoplatystoma punctifer","Eviscerado"
"913","Bucaramanga","Mayorista","Pseudoplatystoma spp.","Eviscerado"
"914","Bucaramanga","Mayorista","Pterygoplichthys multiradiatus","Eviscerado"
"915","Bucaramanga","Mayorista","Pygocentrus cariba","Eviscerado"
"916","Bucaramanga","Mayorista","Salmo salar","Fileteado"
"917","Bucaramanga","Mayorista","Scomberomorus sierra","Eviscerado"
"918","Bucaramanga","Mayorista","Scomberomorus spp.","Eviscerado"
"919","Bucaramanga","Mayorista","Semaprochilodus laticeps","Eviscerado"
"920","Bucaramanga","Mayorista","Sorubim cuspicaudus","Eviscerado"
"921","Bucaramanga","Mayorista","Trachypenaeus spp.","Precocido"
"922","Bucaramanga","Minorista","Ageneiosus pardalis","Eviscerado"
"923","Bucaramanga","Minorista","Anadara tuberculosa","Precocido"
"924","Bucaramanga","Minorista","Anadara tuberculosa","Sin Transformación"
"925","Bucaramanga","Minorista","Brycon moorei","Eviscerado"
"926","Bucaramanga","Minorista","Centropomus nigrescens","Eviscerado"
"927","Bucaramanga","Minorista","Centropomus nigrescens","Fileteado"
"928","Bucaramanga","Minorista","Centropomus spp.","Eviscerado"
"929","Bucaramanga","Minorista","Centropomus spp.","Fileteado"
"930","Bucaramanga","Minorista","Colossoma macropomum","Eviscerado"
"931","Bucaramanga","Minorista","Colossoma macropomum","Mariposa"
"932","Bucaramanga","Minorista","Coryphaena hippurus","Fileteado"
"933","Bucaramanga","Minorista","Cynoscion albus","Eviscerado"
"934","Bucaramanga","Minorista","Cynoscion spp.","Fileteado"
"935","Bucaramanga","Minorista","Dosidicus gigas","Anillos"
"936","Bucaramanga","Minorista","Dosidicus gigas","Precocido"
"937","Bucaramanga","Minorista","Dosidicus gigas","Sin Transformación"
"938","Bucaramanga","Minorista","Imparfinis usmai","Eviscerado"
"939","Bucaramanga","Minorista","Litopenaeus vannamei","Eviscerado"
"940","Bucaramanga","Minorista","Litopenaeus vannamei","Precocido"
"941","Bucaramanga","Minorista","Litopenaeus vannamei","Sin Transformación"
"942","Bucaramanga","Minorista","Lutjanus peru","Eviscerado"
"943","Bucaramanga","Minorista","Lutjanus spp.","Eviscerado"
"944","Bucaramanga","Minorista","Lutjanus spp.","Fileteado"
"945","Bucaramanga","Minorista","Melongena patula","Precocido"
"946","Bucaramanga","Minorista","Octopus spp.","Precocido"
"947","Bucaramanga","Minorista","Oncorhynchus mykiss","Eviscerado"
"948","Bucaramanga","Minorista","Oncorhynchus mykiss","Mariposa"
"949","Bucaramanga","Minorista","Oreochromis mossambicus","Eviscerado"
"950","Bucaramanga","Minorista","Oreochromis mossambicus","Fileteado"
"951","Bucaramanga","Minorista","Oreochromis niloticus","Eviscerado"
"952","Bucaramanga","Minorista","Oreochromis niloticus","Fileteado"
"953","Bucaramanga","Minorista","Oreochromis spp.","Eviscerado"
"954","Bucaramanga","Minorista","Oreochromis spp.","Fileteado"
"955","Bucaramanga","Minorista","Oreochromis spp.","Mariposa"
"956","Bucaramanga","Minorista","Pangasianodon hypophthalmus","Eviscerado"
"957","Bucaramanga","Minorista","Pangasianodon hypophthalmus","Fileteado"
"958","Bucaramanga","Minorista","Pangasianodon hypophthalmus","Mariposa"
"959","Bucaramanga","Minorista","Pangasianodon hypophthalmus","Posteado"
"960","Bucaramanga","Minorista","Pangasius spp.","Eviscerado"
"961","Bucaramanga","Minorista","Panulirus gracilis","Precocido"
"962","Bucaramanga","Minorista","Penaeidae","Sin Transformación"
"963","Bucaramanga","Minorista","Penaeus monodon","Precocido"
"964","Bucaramanga","Minorista","Plagioscion magdalenae","Eviscerado"
"965","Bucaramanga","Minorista","Plagioscion magdalenae","Mariposa"
"966","Bucaramanga","Minorista","Prochilodus lineatus","Eviscerado"
"967","Bucaramanga","Minorista","Prochilodus lineatus","Mariposa"
"968","Bucaramanga","Minorista","Prochilodus magdalenae","Eviscerado"
"969","Bucaramanga","Minorista","Prochilodus magdalenae","Mariposa"
"970","Bucaramanga","Minorista","Prochilodus mariae","Eviscerado"
"971","Bucaramanga","Minorista","Prochilodus mariae","Mariposa"
"972","Bucaramanga","Minorista","Pseudoplatystoma magdaleniatum","Eviscerado"
"973","Bucaramanga","Minorista","Pseudoplatystoma magdaleniatum","Posteado"
"974","Bucaramanga","Minorista","Pseudoplatystoma orinocoense","Eviscerado"
"975","Bucaramanga","Minorista","Pseudoplatystoma orinocoense","Posteado"
"976","Bucaramanga","Minorista","Pseudoplatystoma punctifer","Eviscerado"
"977","Bucaramanga","Minorista","Pterygoplichthys multiradiatus","Eviscerado"
"978","Bucaramanga","Minorista","Salmo salar","Fileteado"
"979","Bucaramanga","Minorista","Scomberomorus sierra","Eviscerado"
"980","Bucaramanga","Minorista","Scomberomorus sierra","Fileteado"
"981","Bucaramanga","Minorista","Scomberomorus spp.","Eviscerado"
"982","Bucaramanga","Minorista","Sorubim cuspicaudus","Eviscerado"
"983","Bucaramanga","Minorista","Sorubim cuspicaudus","Mariposa"
"984","Bucaramanga","Minorista","Trachypenaeus spp.","Precocido"
"985","Bucaramanga","Minorista","Trachypenaeus spp.","Sin Transformación"
"986","Bucaramanga","Minorista","Xiphopenaeus kroyeri","Precocido"
"987","Bucaramanga","Minorista","Xiphopenaeus riveti","Precocido"
"988","Bucaramanga","Supermercado","Centropomus spp.","Fileteado"
"989","Bucaramanga","Supermercado","Colossoma macropomum","Eviscerado"
"990","Bucaramanga","Supermercado","Imparfinis usmai","Eviscerado"
"991","Bucaramanga","Supermercado","Litopenaeus vannamei","Precocido"
"992","Bucaramanga","Supermercado","Litopenaeus vannamei","Sin Transformación"
"993","Bucaramanga","Supermercado","Lutjanus spp.","Eviscerado"
"994","Bucaramanga","Supermercado","Lutjanus viridis","Eviscerado"
"995","Bucaramanga","Supermercado","Oncorhynchus mykiss","Descamado"
"996","Bucaramanga","Supermercado","Oncorhynchus mykiss","Eviscerado"
"997","Bucaramanga","Supermercado","Oncorhynchus mykiss","Fileteado"
"998","Bucaramanga","Supermercado","Oncorhynchus mykiss","Mariposa"
"999","Bucaramanga","Supermercado","Oreochromis mossambicus","Cabeza"
"1000","Bucaramanga","Supermercado","Oreochromis mossambicus","Eviscerado"
"1001","Bucaramanga","Supermercado","Oreochromis mossambicus","Fileteado"
"1002","Bucaramanga","Supermercado","Oreochromis niloticus","Eviscerado"
"1003","Bucaramanga","Supermercado","Oreochromis niloticus","Fileteado"
"1004","Bucaramanga","Supermercado","Oreochromis spp.","Eviscerado"
"1005","Bucaramanga","Supermercado","Oreochromis spp.","Fileteado"
"1006","Bucaramanga","Supermercado","Pangasianodon hypophthalmus","Eviscerado"
"1007","Bucaramanga","Supermercado","Pangasianodon hypophthalmus","Fileteado"
"1008","Bucaramanga","Supermercado","Pangasianodon hypophthalmus","Posteado"
"1009","Bucaramanga","Supermercado","Penaeus occidentalis","Precocido"
"1010","Bucaramanga","Supermercado","Plagioscion magdalenae","Eviscerado"
"1011","Bucaramanga","Supermercado","Prochilodus lineatus","Eviscerado"
"1012","Bucaramanga","Supermercado","Prochilodus magdalenae","Eviscerado"
"1013","Bucaramanga","Supermercado","Pseudoplatystoma magdaleniatum","Eviscerado"
"1014","Bucaramanga","Supermercado","Pseudoplatystoma magdaleniatum","Posteado"
"1015","Bucaramanga","Supermercado","Salmo salar","Eviscerado"
"1016","Bucaramanga","Supermercado","Salmo salar","Fileteado"
"1017","Bucaramanga","Supermercado","Salmo salar","Recortes"
"1018","Bucaramanga","Supermercado","Scomberomorus sierra","Eviscerado"
"1019","Bucaramanga","Supermercado","Trachypenaeus spp.","Precocido"
"1020","Bucaramanga","Supermercado","Trachypenaeus spp.","Sin Transformación"
"1021","Bucaramanga","Supermercado","Xiphopenaeus kroyeri","Precocido"
"1022","Bucaramanga","Supermercado","Xiphopenaeus riveti","Precocido"
"1023","Buenaventura","Mayorista","Achirus klunzingeri","Descabezado"
"1024","Buenaventura","Mayorista","Achirus klunzingeri","Eviscerado"
"1025","Buenaventura","Mayorista","Achirus klunzingeri","Fileteado"
"1026","Buenaventura","Mayorista","Anadara spp.","Despulpado"
"1027","Buenaventura","Mayorista","Anisotremus spp.","Eviscerado"
"1028","Buenaventura","Mayorista","Bagre panamensis","Eviscerado"
"1029","Buenaventura","Mayorista","Bagre pinnimaculatus","Eviscerado"
"1030","Buenaventura","Mayorista","Brotula clarkae","Eviscerado"
"1031","Buenaventura","Mayorista","Brotula clarkae","Fileteado"
"1032","Buenaventura","Mayorista","Callinectes toxotes","Despulpado"
"1033","Buenaventura","Mayorista","Caranx caballus","Eviscerado"
"1034","Buenaventura","Mayorista","Caranx lugubris","Eviscerado"
"1035","Buenaventura","Mayorista","Centropomus armatus","Eviscerado"
"1036","Buenaventura","Mayorista","Centropomus medius","Eviscerado"
"1037","Buenaventura","Mayorista","Centropomus robalito","Eviscerado"
"1038","Buenaventura","Mayorista","Chaetodipterus zonatus","Eviscerado"
"1039","Buenaventura","Mayorista","Colossoma macropomum","Eviscerado"
"1040","Buenaventura","Mayorista","Coryphaena hippurus","Eviscerado"
"1041","Buenaventura","Mayorista","Coryphaena hippurus","Fileteado"
"1042","Buenaventura","Mayorista","Cynoscion albus","Eviscerado"
"1043","Buenaventura","Mayorista","Cynoscion albus","Fileteado"
"1044","Buenaventura","Mayorista","Cynoscion phoxocephalus","Eviscerado"
"1045","Buenaventura","Mayorista","Cynoscion stolzmanni","Eviscerado"
"1046","Buenaventura","Mayorista","Dosidicus gigas","Descabezado"
"1047","Buenaventura","Mayorista","Epinephelus marginatus","Eviscerado"
"1048","Buenaventura","Mayorista","Euthynnus lineatus","Eviscerado"
"1049","Buenaventura","Mayorista","Hyporthodus acanthistius","Fileteado"
"1050","Buenaventura","Mayorista","Larimus spp.","Eviscerado"
"1051","Buenaventura","Mayorista","Littoraria zebra","Despulpado"
"1052","Buenaventura","Mayorista","Lobotes pacifica","Eviscerado"
"1053","Buenaventura","Mayorista","Lutjanus argentiventris","Eviscerado"
"1054","Buenaventura","Mayorista","Lutjanus guttatus","Eviscerado"
"1055","Buenaventura","Mayorista","Lutjanus peru","Eviscerado"
"1056","Buenaventura","Mayorista","Macrodon mordax","Eviscerado"
"1057","Buenaventura","Mayorista","Makaira spp.","Fileteado"
"1058","Buenaventura","Mayorista","Menticirrhus nasus","Eviscerado"
"1059","Buenaventura","Mayorista","Menticirrhus panamensis","Eviscerado"
"1060","Buenaventura","Mayorista","Mugil cephalus","Eviscerado"
"1061","Buenaventura","Mayorista","Nebris occidentalis","Eviscerado"
"1062","Buenaventura","Mayorista","Notarius spp.","Eviscerado"
"1063","Buenaventura","Mayorista","Notarius troschelii","Eviscerado"
"1064","Buenaventura","Mayorista","Oncorhynchus mykiss","Fileteado"
"1065","Buenaventura","Mayorista","Oreochromis mossambicus","Eviscerado"
"1066","Buenaventura","Mayorista","Oreochromis spp.","Cabeza"
"1067","Buenaventura","Mayorista","Oreochromis spp.","Eviscerado"
"1068","Buenaventura","Mayorista","Oreochromis spp.","Fileteado"
"1069","Buenaventura","Mayorista","Pangasianodon hypophthalmus","Eviscerado"
"1070","Buenaventura","Mayorista","Paralonchurus spp.","Eviscerado"
"1071","Buenaventura","Mayorista","Parapsettus panamensis","Eviscerado"
"1072","Buenaventura","Mayorista","Penaeus californiensis","Descabezado"
"1073","Buenaventura","Mayorista","Penaeus occidentalis","Descabezado"
"1074","Buenaventura","Mayorista","Peprilus snyderi","Eviscerado"
"1075","Buenaventura","Mayorista","Prochilodus lineatus","Eviscerado"
"1076","Buenaventura","Mayorista","Protrachypene precipua","Descabezado"
"1077","Buenaventura","Mayorista","Salmo salar","Cabeza"
"1078","Buenaventura","Mayorista","Salmo salar","Eviscerado"
"1079","Buenaventura","Mayorista","Salmo salar","Fileteado"
"1080","Buenaventura","Mayorista","Sciades dowii","Eviscerado"
"1081","Buenaventura","Mayorista","Scomberomorus sierra","Eviscerado"
"1082","Buenaventura","Mayorista","Selene brevoortii","Eviscerado"
"1083","Buenaventura","Mayorista","Selene peruviana","Eviscerado"
"1084","Buenaventura","Mayorista","Sphyraena ensis","Eviscerado"
"1085","Buenaventura","Mayorista","Thunnus alalunga","Eviscerado"
"1086","Buenaventura","Mayorista","Thunnus alalunga","Fileteado"
"1087","Buenaventura","Mayorista","Thunnus albacares","Eviscerado"
"1088","Buenaventura","Mayorista","Trachypenaeus spp.","Descabezado"
"1089","Buenaventura","Mayorista","Tylosurus crocodilus","Eviscerado"
"1090","Buenaventura","Mayorista","Xiphopenaeus riveti","Descabezado"
"1091","Buenaventura","Minorista","Achirus klunzingeri","Eviscerado"
"1092","Buenaventura","Minorista","Anadara spp.","Despulpado"
"1093","Buenaventura","Minorista","Anadara spp.","Eviscerado"
"1094","Buenaventura","Minorista","Anadara tuberculosa","Despulpado"
"1095","Buenaventura","Minorista","Anisotremus spp.","Eviscerado"
"1096","Buenaventura","Minorista","Ariopsis seemanni","Eviscerado"
"1097","Buenaventura","Minorista","Bagre panamensis","Eviscerado"
"1098","Buenaventura","Minorista","Bagre pinnimaculatus","Eviscerado"
"1099","Buenaventura","Minorista","Callinectes toxotes","Despulpado"
"1100","Buenaventura","Minorista","Caranx caballus","Eviscerado"
"1101","Buenaventura","Minorista","Caranx lugubris","Eviscerado"
"1102","Buenaventura","Minorista","Centropomus armatus","Eviscerado"
"1103","Buenaventura","Minorista","Centropomus medius","Eviscerado"
"1104","Buenaventura","Minorista","Centropomus robalito","Eviscerado"
"1105","Buenaventura","Minorista","Centropomus unionensis","Eviscerado"
"1106","Buenaventura","Minorista","Chaetodipterus zonatus","Eviscerado"
"1107","Buenaventura","Minorista","Cynoscion albus","Eviscerado"
"1108","Buenaventura","Minorista","Cynoscion phoxocephalus","Descabezado"
"1109","Buenaventura","Minorista","Cynoscion phoxocephalus","Eviscerado"
"1110","Buenaventura","Minorista","Cynoscion stolzmanni","Eviscerado"
"1111","Buenaventura","Minorista","Diapterus brevirostris","Eviscerado"
"1112","Buenaventura","Minorista","Dosidicus gigas","Descabezado"
"1113","Buenaventura","Minorista","Dosidicus gigas","Eviscerado"
"1114","Buenaventura","Minorista","Epinephelus analogus","Eviscerado"
"1115","Buenaventura","Minorista","Epinephelus marginatus","Eviscerado"
"1116","Buenaventura","Minorista","Eucinostomus currani","Eviscerado"
"1117","Buenaventura","Minorista","Euthynnus lineatus","Eviscerado"
"1118","Buenaventura","Minorista","Isopisthus remifer","Eviscerado"
"1119","Buenaventura","Minorista","Larimus spp.","Eviscerado"
"1120","Buenaventura","Minorista","Litopenaeus vannamei","Descabezado"
"1121","Buenaventura","Minorista","Littoraria zebra","Despulpado"
"1122","Buenaventura","Minorista","Lobotes pacifica","Eviscerado"
"1123","Buenaventura","Minorista","Lutjanus argentiventris","Eviscerado"
"1124","Buenaventura","Minorista","Lutjanus guttatus","Eviscerado"
"1125","Buenaventura","Minorista","Lutjanus peru","Eviscerado"
"1126","Buenaventura","Minorista","Macrodon mordax","Eviscerado"
"1127","Buenaventura","Minorista","Megalops atlanticus","Eviscerado"
"1128","Buenaventura","Minorista","Menticirrhus nasus","Eviscerado"
"1129","Buenaventura","Minorista","Menticirrhus panamensis","Eviscerado"
"1130","Buenaventura","Minorista","Mugil cephalus","Eviscerado"
"1131","Buenaventura","Minorista","Nebris occidentalis","Eviscerado"
"1132","Buenaventura","Minorista","Notarius spp.","Eviscerado"
"1133","Buenaventura","Minorista","Notarius troschelii","Eviscerado"
"1134","Buenaventura","Minorista","Oligoplites spp.","Eviscerado"
